R1,R2,SampleId
FCA19_Male_body_adult_5dWT_Luo_sample4/FCA19_Male_body_adult_5dWT_Luo_sample4_S10_L003_R1_001.fastq.gz,FCA19_Male_body_adult_5dWT_Luo_sample4/FCA19_Male_body_adult_5dWT_Luo_sample4_S10_L003_R2_001.fastq.gz,10
FCA19_Male_body_adult_5dWT_Luo_sample4/FCA19_Male_body_adult_5dWT_Luo_sample4_S10_L001_R1_001.fastq.gz,FCA19_Male_body_adult_5dWT_Luo_sample4/FCA19_Male_body_adult_5dWT_Luo_sample4_S10_L001_R2_001.fastq.gz,10
FCA19_Male_body_adult_5dWT_Luo_sample4/FCA19_Male_body_adult_5dWT_Luo_sample4_S10_L004_R1_001.fastq.gz,FCA19_Male_body_adult_5dWT_Luo_sample4/FCA19_Male_body_adult_5dWT_Luo_sample4_S10_L004_R2_001.fastq.gz,10
FCA19_Male_body_adult_5dWT_Luo_sample4/FCA19_Male_body_adult_5dWT_Luo_sample4_S10_L002_R1_001.fastq.gz,FCA19_Male_body_adult_5dWT_Luo_sample4/FCA19_Male_body_adult_5dWT_Luo_sample4_S10_L002_R2_001.fastq.gz,10
FCA20_Male_body_adult_5dWT_Luo_sample5/FCA20_Male_body_adult_5dWT_Luo_sample5_S11_L001_R1_001.fastq.gz,FCA20_Male_body_adult_5dWT_Luo_sample5/FCA20_Male_body_adult_5dWT_Luo_sample5_S11_L001_R2_001.fastq.gz,11
FCA20_Male_body_adult_5dWT_Luo_sample5/FCA20_Male_body_adult_5dWT_Luo_sample5_S11_L003_R1_001.fastq.gz,FCA20_Male_body_adult_5dWT_Luo_sample5/FCA20_Male_body_adult_5dWT_Luo_sample5_S11_L003_R2_001.fastq.gz,11
FCA20_Male_body_adult_5dWT_Luo_sample5/FCA20_Male_body_adult_5dWT_Luo_sample5_S11_L004_R1_001.fastq.gz,FCA20_Male_body_adult_5dWT_Luo_sample5/FCA20_Male_body_adult_5dWT_Luo_sample5_S11_L004_R2_001.fastq.gz,11
FCA20_Male_body_adult_5dWT_Luo_sample5/FCA20_Male_body_adult_5dWT_Luo_sample5_S11_L002_R1_001.fastq.gz,FCA20_Male_body_adult_5dWT_Luo_sample5/FCA20_Male_body_adult_5dWT_Luo_sample5_S11_L002_R2_001.fastq.gz,11
FCA21_Male_body_adult_5dWT_Luo_sample6/FCA21_Male_body_adult_5dWT_Luo_sample6_S12_L002_R1_001.fastq.gz,FCA21_Male_body_adult_5dWT_Luo_sample6/FCA21_Male_body_adult_5dWT_Luo_sample6_S12_L002_R2_001.fastq.gz,12
FCA21_Male_body_adult_5dWT_Luo_sample6/FCA21_Male_body_adult_5dWT_Luo_sample6_S12_L003_R1_001.fastq.gz,FCA21_Male_body_adult_5dWT_Luo_sample6/FCA21_Male_body_adult_5dWT_Luo_sample6_S12_L003_R2_001.fastq.gz,12
FCA21_Male_body_adult_5dWT_Luo_sample6/FCA21_Male_body_adult_5dWT_Luo_sample6_S12_L001_R1_001.fastq.gz,FCA21_Male_body_adult_5dWT_Luo_sample6/FCA21_Male_body_adult_5dWT_Luo_sample6_S12_L001_R2_001.fastq.gz,12
FCA21_Male_body_adult_5dWT_Luo_sample6/FCA21_Male_body_adult_5dWT_Luo_sample6_S12_L004_R1_001.fastq.gz,FCA21_Male_body_adult_5dWT_Luo_sample6/FCA21_Male_body_adult_5dWT_Luo_sample6_S12_L004_R2_001.fastq.gz,12
FCA22_Female_body_adult_5dWT_Luo_sample1/FCA22_Female_body_adult_5dWT_Luo_sample1_S13_L002_R1_001.fastq.gz,FCA22_Female_body_adult_5dWT_Luo_sample1/FCA22_Female_body_adult_5dWT_Luo_sample1_S13_L002_R2_001.fastq.gz,13
FCA22_Female_body_adult_5dWT_Luo_sample1/FCA22_Female_body_adult_5dWT_Luo_sample1_S13_L001_R1_001.fastq.gz,FCA22_Female_body_adult_5dWT_Luo_sample1/FCA22_Female_body_adult_5dWT_Luo_sample1_S13_L001_R2_001.fastq.gz,13
FCA22_Female_body_adult_5dWT_Luo_sample1/FCA22_Female_body_adult_5dWT_Luo_sample1_S13_L004_R1_001.fastq.gz,FCA22_Female_body_adult_5dWT_Luo_sample1/FCA22_Female_body_adult_5dWT_Luo_sample1_S13_L004_R2_001.fastq.gz,13
FCA22_Female_body_adult_5dWT_Luo_sample1/FCA22_Female_body_adult_5dWT_Luo_sample1_S13_L003_R1_001.fastq.gz,FCA22_Female_body_adult_5dWT_Luo_sample1/FCA22_Female_body_adult_5dWT_Luo_sample1_S13_L003_R2_001.fastq.gz,13
FCA23_Female_body_adult_5dWT_Luo_sample2/FCA23_Female_body_adult_5dWT_Luo_sample2_S14_L001_R1_001.fastq.gz,FCA23_Female_body_adult_5dWT_Luo_sample2/FCA23_Female_body_adult_5dWT_Luo_sample2_S14_L001_R2_001.fastq.gz,14
FCA23_Female_body_adult_5dWT_Luo_sample2/FCA23_Female_body_adult_5dWT_Luo_sample2_S14_L002_R1_001.fastq.gz,FCA23_Female_body_adult_5dWT_Luo_sample2/FCA23_Female_body_adult_5dWT_Luo_sample2_S14_L002_R2_001.fastq.gz,14
FCA23_Female_body_adult_5dWT_Luo_sample2/FCA23_Female_body_adult_5dWT_Luo_sample2_S14_L003_R1_001.fastq.gz,FCA23_Female_body_adult_5dWT_Luo_sample2/FCA23_Female_body_adult_5dWT_Luo_sample2_S14_L003_R2_001.fastq.gz,14
FCA23_Female_body_adult_5dWT_Luo_sample2/FCA23_Female_body_adult_5dWT_Luo_sample2_S14_L004_R1_001.fastq.gz,FCA23_Female_body_adult_5dWT_Luo_sample2/FCA23_Female_body_adult_5dWT_Luo_sample2_S14_L004_R2_001.fastq.gz,14
FCA24_Female_body_adult_5dWT_Luo_sample3/FCA24_Female_body_adult_5dWT_Luo_sample3_S15_L004_R1_001.fastq.gz,FCA24_Female_body_adult_5dWT_Luo_sample3/FCA24_Female_body_adult_5dWT_Luo_sample3_S15_L004_R2_001.fastq.gz,15
FCA24_Female_body_adult_5dWT_Luo_sample3/FCA24_Female_body_adult_5dWT_Luo_sample3_S15_L001_R1_001.fastq.gz,FCA24_Female_body_adult_5dWT_Luo_sample3/FCA24_Female_body_adult_5dWT_Luo_sample3_S15_L001_R2_001.fastq.gz,15
FCA24_Female_body_adult_5dWT_Luo_sample3/FCA24_Female_body_adult_5dWT_Luo_sample3_S15_L003_R1_001.fastq.gz,FCA24_Female_body_adult_5dWT_Luo_sample3/FCA24_Female_body_adult_5dWT_Luo_sample3_S15_L003_R2_001.fastq.gz,15
FCA24_Female_body_adult_5dWT_Luo_sample3/FCA24_Female_body_adult_5dWT_Luo_sample3_S15_L002_R1_001.fastq.gz,FCA24_Female_body_adult_5dWT_Luo_sample3/FCA24_Female_body_adult_5dWT_Luo_sample3_S15_L002_R2_001.fastq.gz,15
FCA25_Female_body_adult_5dWT_Luo_sample4/FCA25_Female_body_adult_5dWT_Luo_sample4_S16_L003_R1_001.fastq.gz,FCA25_Female_body_adult_5dWT_Luo_sample4/FCA25_Female_body_adult_5dWT_Luo_sample4_S16_L003_R2_001.fastq.gz,16
FCA25_Female_body_adult_5dWT_Luo_sample4/FCA25_Female_body_adult_5dWT_Luo_sample4_S16_L001_R1_001.fastq.gz,FCA25_Female_body_adult_5dWT_Luo_sample4/FCA25_Female_body_adult_5dWT_Luo_sample4_S16_L001_R2_001.fastq.gz,16
FCA25_Female_body_adult_5dWT_Luo_sample4/FCA25_Female_body_adult_5dWT_Luo_sample4_S16_L002_R1_001.fastq.gz,FCA25_Female_body_adult_5dWT_Luo_sample4/FCA25_Female_body_adult_5dWT_Luo_sample4_S16_L002_R2_001.fastq.gz,16
FCA25_Female_body_adult_5dWT_Luo_sample4/FCA25_Female_body_adult_5dWT_Luo_sample4_S16_L004_R1_001.fastq.gz,FCA25_Female_body_adult_5dWT_Luo_sample4/FCA25_Female_body_adult_5dWT_Luo_sample4_S16_L004_R2_001.fastq.gz,16
FCA26_Female_body_adult_5dWT_Luo_sample5/FCA26_Female_body_adult_5dWT_Luo_sample5_S17_L003_R1_001.fastq.gz,FCA26_Female_body_adult_5dWT_Luo_sample5/FCA26_Female_body_adult_5dWT_Luo_sample5_S17_L003_R2_001.fastq.gz,17
FCA26_Female_body_adult_5dWT_Luo_sample5/FCA26_Female_body_adult_5dWT_Luo_sample5_S17_L001_R1_001.fastq.gz,FCA26_Female_body_adult_5dWT_Luo_sample5/FCA26_Female_body_adult_5dWT_Luo_sample5_S17_L001_R2_001.fastq.gz,17
FCA26_Female_body_adult_5dWT_Luo_sample5/FCA26_Female_body_adult_5dWT_Luo_sample5_S17_L004_R1_001.fastq.gz,FCA26_Female_body_adult_5dWT_Luo_sample5/FCA26_Female_body_adult_5dWT_Luo_sample5_S17_L004_R2_001.fastq.gz,17
FCA26_Female_body_adult_5dWT_Luo_sample5/FCA26_Female_body_adult_5dWT_Luo_sample5_S17_L002_R1_001.fastq.gz,FCA26_Female_body_adult_5dWT_Luo_sample5/FCA26_Female_body_adult_5dWT_Luo_sample5_S17_L002_R2_001.fastq.gz,17
FCA27_Female_body_adult_5dWT_Luo_sample6/FCA27_Female_body_adult_5dWT_Luo_sample6_S18_L002_R1_001.fastq.gz,FCA27_Female_body_adult_5dWT_Luo_sample6/FCA27_Female_body_adult_5dWT_Luo_sample6_S18_L002_R2_001.fastq.gz,18
FCA27_Female_body_adult_5dWT_Luo_sample6/FCA27_Female_body_adult_5dWT_Luo_sample6_S18_L003_R1_001.fastq.gz,FCA27_Female_body_adult_5dWT_Luo_sample6/FCA27_Female_body_adult_5dWT_Luo_sample6_S18_L003_R2_001.fastq.gz,18
FCA27_Female_body_adult_5dWT_Luo_sample6/FCA27_Female_body_adult_5dWT_Luo_sample6_S18_L001_R1_001.fastq.gz,FCA27_Female_body_adult_5dWT_Luo_sample6/FCA27_Female_body_adult_5dWT_Luo_sample6_S18_L001_R2_001.fastq.gz,18
FCA27_Female_body_adult_5dWT_Luo_sample6/FCA27_Female_body_adult_5dWT_Luo_sample6_S18_L004_R1_001.fastq.gz,FCA27_Female_body_adult_5dWT_Luo_sample6/FCA27_Female_body_adult_5dWT_Luo_sample6_S18_L004_R2_001.fastq.gz,18
